19:34:6,1,43.88,30.54,100957.50,29.87,1.13
19:34:6,2,42.96,30.62,100972.25,29.75,0.57
19:34:6,1,43.89,30.54,100959.50,29.87,1.12
19:34:6,2,42.92,30.64,100969.75,29.75,0.58
19:34:6,1,43.90,30.54,100958.75,29.87,1.12
19:34:6,2,42.91,30.63,100967.50,29.75,0.57
19:34:6,1,43.94,30.55,100959.25,29.87,1.12
19:34:7,2,42.91,30.64,100969.50,29.75,0.58
19:34:7,1,43.95,30.54,100955.50,29.87,1.12
19:34:8,2,42.87,30.62,100967.00,29.75,0.58
19:34:8,1,43.95,30.53,100959.00,29.87,1.12
19:34:8,2,42.82,30.63,100969.25,29.75,0.58
19:34:9,1,43.96,30.55,100955.50,29.87,1.12
19:34:9,2,42.79,30.62,100967.50,29.75,0.58
19:34:10,1,43.97,30.54,100959.50,29.87,1.12
19:34:11,2,42.80,30.61,100969.50,29.75,0.58
19:34:11,1,43.98,30.55,100956.00,29.87,1.12
19:34:12,2,42.81,30.62,100967.00,29.75,0.58
19:34:12,1,44.01,30.55,100959.50,29.87,1.12
19:34:13,2,42.80,30.63,100968.00,29.75,0.58
19:34:13,1,43.99,30.55,100956.75,29.87,1.12
19:34:14,2,42.77,30.63,100967.50,29.75,0.58
19:34:14,1,43.98,30.56,100960.50,29.87,1.12
19:34:15,2,42.76,30.63,100968.00,29.75,0.58
19:34:15,1,43.94,30.55,100955.50,29.87,1.11
19:34:16,2,42.74,30.61,100971.00,29.75,0.57
19:34:16,1,43.89,30.56,100957.25,29.87,1.10
19:34:17,2,42.72,30.63,100966.75,29.75,0.57
19:34:17,1,43.80,30.56,100957.00,29.87,1.10
19:34:18,2,42.71,30.63,100970.00,29.75,0.57
19:34:18,1,43.75,30.57,100956.50,29.87,1.10
19:34:18,2,42.71,30.63,100967.75,29.75,0.57
19:34:19,1,43.79,30.56,100957.75,29.87,1.10
19:34:19,2,42.69,30.63,100966.25,29.75,0.57
19:34:20,1,43.86,30.57,100959.00,29.87,1.10
19:34:20,2,42.71,30.64,100967.00,29.75,0.57
19:34:21,1,43.87,30.59,100958.75,29.87,1.11
19:34:22,2,42.69,30.64,100970.25,29.75,0.57
19:34:22,1,43.85,30.60,100957.75,29.87,1.11
19:34:23,2,42.71,30.65,100971.50,29.75,0.57
19:34:23,1,43.83,30.57,100957.75,29.87,1.10
19:34:24,2,42.67,30.64,100968.25,29.75,0.57
19:34:24,1,43.84,30.59,100960.00,29.87,1.10
19:34:25,2,42.65,30.64,100969.50,29.75,0.57
19:34:25,1,43.86,30.60,100958.25,29.87,1.10
19:34:26,2,42.65,30.65,100969.00,29.75,0.57
19:34:26,1,43.87,30.60,100960.25,29.87,1.10
19:34:27,2,42.61,30.64,100970.00,29.75,0.57
19:34:27,1,43.89,30.61,100957.75,29.87,1.11
19:34:28,2,42.59,30.64,100966.25,29.75,0.57
19:34:28,1,43.92,30.59,100955.00,29.87,1.11
19:34:29,2,42.56,30.64,100970.75,29.75,0.57
19:34:29,1,43.93,30.59,100954.75,29.87,1.11
19:34:29,2,42.54,30.63,100969.00,29.75,0.57
19:34:30,1,43.93,30.61,100957.75,29.87,1.09
19:34:31,2,42.54,30.63,100970.00,29.75,0.58
19:34:31,1,43.91,30.60,100956.50,29.87,1.06
